# name tx ty tz qx qy qz qw
frame_000000.jpg -1.075585 0.300519 4.878678 -0.021727 0.032157 -0.014706 0.999138
frame_000010.jpg -1.075862 0.300105 4.878685 -0.021706 0.032134 -0.014615 0.999141
frame_000020.jpg -1.075857 0.299493 4.878502 -0.021647 0.032134 -0.014598 0.999142
frame_000030.jpg -1.076730 0.299558 4.877913 -0.021657 0.032075 -0.014661 0.999143
frame_000040.jpg -1.075124 0.296919 4.877144 -0.021396 0.032273 -0.014646 0.999143
frame_000050.jpg -1.072754 0.296344 4.878685 -0.021341 0.032433 -0.014464 0.999141
frame_000060.jpg -1.070201 0.294392 4.877160 -0.021181 0.032728 -0.014406 0.999136
frame_000070.jpg -1.119407 0.282172 4.850266 -0.020314 0.027770 -0.013287 0.999320
frame_000080.jpg -1.082727 0.257831 4.829707 -0.018268 0.030863 -0.011541 0.999290
frame_000090.jpg -1.254320 0.233746 4.756545 -0.015942 0.013014 -0.010961 0.999728
frame_000100.jpg -1.117003 0.251897 4.749180 -0.017977 0.027293 -0.011758 0.999397
frame_000110.jpg -1.045673 0.223326 4.720307 -0.015503 0.033806 -0.010397 0.999254
frame_000120.jpg -1.031552 0.195773 4.675382 -0.013066 0.034828 -0.009193 0.999266
frame_000130.jpg -1.085619 0.188986 4.608751 -0.012757 0.028639 -0.008533 0.999472
frame_000140.jpg -1.157753 0.183231 4.533831 -0.012783 0.020011 -0.007620 0.999689
frame_000150.jpg -1.160224 0.185264 4.476077 -0.013586 0.018826 -0.006832 0.999707
frame_000160.jpg -1.200047 0.205074 4.413554 -0.015931 0.014129 -0.007076 0.999748
frame_000170.jpg -1.188468 0.216774 4.361252 -0.017591 0.015516 -0.007395 0.999698
frame_000180.jpg -1.235872 0.228472 4.285070 -0.019128 0.009480 -0.008046 0.999740
frame_000190.jpg -1.285473 0.229898 4.208958 -0.019186 0.002471 -0.009269 0.999770
frame_000200.jpg -1.305058 0.215175 4.135914 -0.017450 -0.001087 -0.010470 0.999792
frame_000210.jpg -1.355942 0.204459 4.052722 -0.016531 -0.008508 -0.009763 0.999779
frame_000220.jpg -1.379973 0.202413 3.976017 -0.016766 -0.011790 -0.009562 0.999744
frame_000230.jpg -1.397232 0.191802 3.897848 -0.015891 -0.014369 -0.009094 0.999729
frame_000240.jpg -1.401083 0.190907 3.823057 -0.016702 -0.016179 -0.007519 0.999701
frame_000250.jpg -1.318912 0.171761 3.773359 -0.014657 -0.007016 -0.007424 0.999840
frame_000260.jpg -1.416603 0.144613 3.658863 -0.012031 -0.020898 -0.005753 0.999693
frame_000270.jpg -1.405404 0.114431 3.597332 -0.008192 -0.019464 -0.005532 0.999762
frame_000280.jpg -1.439783 0.110363 3.514416 -0.007503 -0.024535 -0.007204 0.999645
frame_000290.jpg -1.493966 0.095531 3.419247 -0.006320 -0.033110 -0.006179 0.999413
frame_000300.jpg -1.480516 0.096485 3.354805 -0.006571 -0.032094 -0.006640 0.999441
frame_000310.jpg -1.446675 0.089464 3.299591 -0.006176 -0.027181 -0.006510 0.999590
frame_000320.jpg -1.464745 0.106521 3.229315 -0.009604 -0.030640 -0.005215 0.999471
frame_000330.jpg -1.503098 0.120220 3.148299 -0.013029 -0.037937 -0.003196 0.999190
frame_000340.jpg -1.577773 0.163616 3.046443 -0.020425 -0.051268 -0.003567 0.998470
frame_000350.jpg -1.481358 0.146621 3.025907 -0.018295 -0.037676 -0.003426 0.999117
frame_000360.jpg -1.438336 0.156752 2.984581 -0.020464 -0.031968 -0.002724 0.999276
frame_000370.jpg -1.447545 0.152314 2.922174 -0.019994 -0.033533 -0.003045 0.999233
frame_000380.jpg -1.399009 0.164867 2.878247 -0.023398 -0.025557 -0.001195 0.999399
