# name tx ty tz qx qy qz qw
frame_000000.jpg 4.789631 0.088625 1.153843 -0.003808 0.720460 -0.035229 0.692591
frame_000030.jpg 4.788374 0.088239 1.151919 -0.003938 0.720647 -0.035323 0.692391
frame_000060.jpg 4.790153 0.089605 1.156200 -0.003761 0.720279 -0.035077 0.692787
frame_000090.jpg 4.789656 0.088174 1.151125 -0.003970 0.720604 -0.035296 0.692437
frame_000120.jpg 4.790483 0.085440 1.145500 -0.003476 0.720998 -0.035029 0.692042
frame_000150.jpg 4.782896 0.087542 1.138896 -0.005100 0.720091 -0.035510 0.692952
frame_000180.jpg 4.827678 0.070770 0.838970 -0.001406 0.736184 -0.032414 0.676003
frame_000210.jpg 4.792155 0.083038 0.859623 -0.003156 0.727090 -0.032340 0.685773
frame_000240.jpg 4.783695 0.056032 0.735354 -0.000805 0.726666 -0.033319 0.686183
frame_000270.jpg 4.775983 0.036065 0.553838 0.005234 0.729874 -0.026995 0.683028
frame_000300.jpg 4.775709 0.059484 0.476938 0.004928 0.726174 -0.023999 0.687074
frame_000330.jpg 4.774119 0.063247 0.323952 -0.001067 0.728703 -0.029377 0.684199
frame_000360.jpg 4.775527 0.068940 0.250182 -0.003084 0.724974 -0.029925 0.688119
frame_000390.jpg 4.781395 0.078865 0.119426 -0.010595 0.725212 -0.035949 0.687505
frame_000420.jpg 4.789527 0.084266 0.093860 -0.011592 0.717474 -0.035571 0.695580
frame_000450.jpg 4.794237 0.081926 -0.164258 -0.012415 0.727848 -0.035213 0.684721
frame_000480.jpg 4.800023 0.091644 -0.240659 -0.008912 0.725625 -0.030620 0.687351
frame_000510.jpg 4.804345 0.114962 -0.254388 -0.009311 0.718319 -0.026803 0.695135
frame_000570.jpg 4.841869 0.124213 -0.261819 -0.011103 0.701725 -0.025307 0.711912
frame_000600.jpg 4.846395 0.113923 -0.428992 -0.008540 0.706801 -0.024452 0.706938
frame_000630.jpg 4.863299 0.103388 -0.431220 -0.009147 0.700679 -0.026026 0.712943
frame_000660.jpg 4.874219 0.094726 -0.465069 -0.006720 0.696914 -0.025096 0.716684
frame_000690.jpg 4.877117 0.089298 -0.599192 -0.008343 0.699470 -0.026679 0.714115
frame_000720.jpg 4.902861 0.124329 -0.583382 -0.012280 0.692093 -0.024948 0.721273
frame_000750.jpg 4.923086 0.121338 -0.538799 -0.014775 0.684405 -0.026941 0.728455
