# name tx ty tz qx qy qz qw
frame_003315.jpg -5.015029 0.278730 2.864707 0.086922 -0.278970 -0.057237 0.954643
frame_003330.jpg -4.535035 0.343041 3.304175 0.079458 -0.220536 -0.069076 0.969680
frame_003345.jpg -4.028003 0.399764 3.681588 0.072489 -0.163609 -0.081160 0.980505
frame_003360.jpg -3.372519 0.463619 4.040482 0.063763 -0.095566 -0.094732 0.988851
frame_003375.jpg -2.738626 0.507945 4.290088 0.054713 -0.033060 -0.106025 0.992307
frame_003390.jpg -2.232003 0.543158 4.416675 0.047724 0.014911 -0.115043 0.992101
frame_003405.jpg -1.961211 0.541373 4.366923 0.044346 0.038623 -0.119017 0.991149
frame_003420.jpg -1.837503 0.520280 4.220617 0.043727 0.048096 -0.120647 0.990565
frame_003435.jpg -1.704328 0.503335 4.087259 0.042368 0.059521 -0.122420 0.989786
frame_003450.jpg -1.535443 0.493513 3.972444 0.039984 0.075033 -0.124744 0.988539
frame_003465.jpg -1.393545 0.479735 3.857091 0.038080 0.088685 -0.127070 0.987187
frame_003480.jpg -1.317769 0.468221 3.734041 0.037230 0.094802 -0.128074 0.986521
frame_003495.jpg -1.378201 0.436997 3.538090 0.038845 0.085581 -0.126380 0.987520
frame_003510.jpg -1.448732 0.410548 3.340574 0.040132 0.074648 -0.124017 0.988654
frame_003525.jpg -1.486961 0.385046 3.161379 0.041149 0.068108 -0.122565 0.989265
frame_003540.jpg -1.513549 0.357268 2.985187 0.042534 0.062865 -0.121513 0.989683
frame_003555.jpg -1.512893 0.334905 2.817191 0.042766 0.062218 -0.121467 0.989720
frame_003570.jpg -1.465741 0.313368 2.654578 0.042612 0.069584 -0.123211 0.989020
frame_003585.jpg -1.419253 0.295708 2.507924 0.041564 0.076975 -0.124136 0.988401
frame_003600.jpg -1.376905 0.281904 2.381961 0.040104 0.084292 -0.125141 0.987738
frame_003615.jpg -1.339715 0.264590 2.253926 0.040267 0.091216 -0.127076 0.986869
frame_003630.jpg -1.302803 0.251416 2.117727 0.038079 0.097959 -0.127783 0.986218
frame_003645.jpg -1.271378 0.233384 1.949042 0.036956 0.103923 -0.129195 0.985466
frame_003660.jpg -1.256732 0.214279 1.769774 0.035882 0.105833 -0.129417 0.985273
frame_003675.jpg -1.243549 0.191540 1.577182 0.035970 0.108550 -0.130210 0.984870
frame_003690.jpg -1.230331 0.168127 1.411678 0.035007 0.110279 -0.129890 0.984755
frame_003705.jpg -1.231318 0.145454 1.221682 0.035966 0.107110 -0.129835 0.985077
frame_003720.jpg -1.244032 0.118487 1.046440 0.036367 0.099317 -0.128318 0.986077
frame_003735.jpg -1.263842 0.095437 0.879741 0.037214 0.092730 -0.126707 0.986895
frame_003750.jpg -1.273901 0.070929 0.700732 0.038724 0.085189 -0.124904 0.987746
frame_003765.jpg -1.281048 0.046460 0.507983 0.040681 0.077829 -0.123674 0.988429
frame_003780.jpg -1.284196 0.020501 0.303570 0.041872 0.070252 -0.122042 0.989150
frame_003795.jpg -1.274365 -0.009912 0.096156 0.042148 0.062607 -0.120251 0.989870
frame_003810.jpg -1.276934 -0.032864 -0.110017 0.043688 0.061994 -0.120663 0.989792
frame_003825.jpg -1.275624 -0.058627 -0.287458 0.043310 0.067755 -0.122400 0.989218
frame_003840.jpg -1.278003 -0.078636 -0.436446 0.041984 0.074317 -0.122989 0.988731
frame_003855.jpg -1.282868 -0.096904 -0.577910 0.041123 0.080967 -0.124405 0.988067
frame_003870.jpg -1.294173 -0.127106 -0.734382 0.037764 0.088066 -0.126098 0.987379
frame_003885.jpg -1.293494 -0.137636 -0.896354 0.036267 0.093668 -0.127998 0.986675
frame_003900.jpg -1.291602 -0.164065 -1.052194 0.034836 0.099115 -0.128517 0.986127
frame_003915.jpg -1.299995 -0.186087 -1.202550 0.033878 0.105017 -0.129451 0.985427
frame_003930.jpg -1.310634 -0.213516 -1.372318 0.032778 0.111554 -0.130802 0.984567
frame_003945.jpg -1.356409 -0.242168 -1.540155 0.030665 0.120783 -0.132517 0.983316
frame_003960.jpg -1.415616 -0.260917 -1.698971 0.029408 0.130260 -0.133889 0.981958
frame_003975.jpg -1.377925 -0.287182 -1.851666 0.028141 0.133141 -0.134043 0.981587
frame_003990.jpg -1.386935 -0.313004 -1.990164 0.026538 0.138747 -0.135470 0.980659
frame_004005.jpg -1.417866 -0.324785 -2.101738 0.026014 0.143239 -0.135890 0.979969
frame_004020.jpg -1.389149 -0.336389 -2.256784 0.027215 0.137889 -0.135747 0.980724
frame_004035.jpg -1.315240 -0.369243 -2.447850 0.027814 0.126975 -0.133495 0.982488
frame_004050.jpg -1.330334 -0.393557 -2.596218 0.027393 0.126314 -0.133406 0.982597
frame_004065.jpg -1.332478 -0.409693 -2.749355 0.027791 0.127160 -0.133810 0.982422
frame_004080.jpg -1.325049 -0.453352 -3.040406 0.026835 0.130876 -0.133784 0.981964
frame_004095.jpg -1.394548 -0.468111 -3.193474 0.026017 0.140462 -0.135492 0.980426
frame_004110.jpg -1.449652 -0.489014 -3.337595 0.024565 0.150216 -0.136789 0.978836
frame_004125.jpg -1.546397 -0.499602 -3.472499 0.023744 0.162767 -0.139644 0.976444
frame_004140.jpg -1.600243 -0.517768 -3.590008 0.022595 0.171755 -0.140501 0.974807
frame_004155.jpg -1.693373 -0.551791 -3.705061 0.019320 0.184810 -0.142292 0.972227
frame_004170.jpg -1.892848 -0.549357 -3.815869 0.017551 0.210009 -0.145532 0.966648
frame_004185.jpg -2.062029 -0.568480 -3.904148 0.013937 0.231781 -0.149096 0.961173
frame_004200.jpg -2.280726 -0.596139 -3.985073 0.008688 0.259100 -0.153622 0.953516
frame_004215.jpg -2.546513 -0.621717 -4.019471 0.002721 0.291353 -0.158184 0.943443
