# name tx ty tz qx qy qz qw
frame_000000.jpg 1.145161 0.486330 3.232640 -0.100467 0.968157 -0.228681 -0.016802
frame_000010.jpg 1.142992 0.491268 3.241138 -0.100868 0.968235 -0.228166 -0.016942
frame_000020.jpg 1.145440 0.486459 3.238242 -0.100282 0.968248 -0.228346 -0.017267
frame_000030.jpg 1.072298 0.485085 3.232585 -0.099009 0.968242 -0.229501 -0.005902
frame_000040.jpg 1.207834 0.472145 3.118465 -0.101145 0.968003 -0.228261 -0.025217
frame_000050.jpg 1.197147 0.469350 3.036368 -0.101175 0.967778 -0.229491 -0.022428
frame_000060.jpg 1.118569 0.468847 2.968369 -0.102436 0.967389 -0.231530 -0.007642
frame_000070.jpg 1.126158 0.450287 2.869170 -0.102728 0.967454 -0.231193 -0.005429
frame_000080.jpg 1.120506 0.439290 2.774024 -0.105940 0.967249 -0.230663 -0.000365
frame_000090.jpg 1.134160 0.423908 2.658437 -0.105280 0.967272 -0.230864 -0.001859
frame_000100.jpg 1.172433 0.390936 2.520337 -0.106884 0.968010 -0.226906 -0.006750
frame_000110.jpg 1.186569 0.371766 2.387378 -0.107643 0.968020 -0.226472 -0.007863
frame_000120.jpg 1.122590 0.351597 2.280376 -0.105958 0.968211 -0.226491 0.006432
frame_000130.jpg 1.211849 0.337951 2.092831 -0.107782 0.967820 -0.227180 -0.009885
frame_000140.jpg 1.252702 0.305488 1.923010 -0.108571 0.968277 -0.224371 -0.017587
frame_000150.jpg 1.255108 0.284776 1.761526 -0.108303 0.968474 -0.223365 -0.020914
frame_000160.jpg 1.215226 0.273793 1.630701 -0.110062 0.967980 -0.225390 -0.010005
frame_000170.jpg 1.193358 0.261390 1.489568 -0.109388 0.967446 -0.228211 -0.001745
frame_000180.jpg 1.208527 0.228099 1.318648 -0.111120 0.968162 -0.224279 -0.003637
frame_000190.jpg 1.212346 0.191222 1.149052 -0.110942 0.969582 -0.218106 -0.005720
frame_000200.jpg 1.206230 0.175525 1.001101 -0.110628 0.969082 -0.220543 -0.001713
frame_000210.jpg 1.179644 0.168562 0.869989 -0.109814 0.967833 -0.226093 0.011066
frame_000220.jpg 1.208915 0.145035 0.673875 -0.111802 0.967908 -0.225063 0.000507
frame_000230.jpg 1.205933 0.118509 0.487535 -0.112483 0.968460 -0.222327 -0.001800
frame_000240.jpg 1.200265 0.091213 0.295128 -0.112655 0.968730 -0.220956 -0.007025
frame_000250.jpg 1.189445 0.052492 0.115043 -0.105720 0.969588 -0.220553 -0.008905
frame_000260.jpg 1.171562 0.019527 -0.067653 -0.102410 0.970408 -0.218419 -0.010684
frame_000270.jpg 1.171503 -0.005817 -0.273640 -0.102803 0.969550 -0.221697 -0.015961
frame_000280.jpg 1.164919 -0.036578 -0.477605 -0.101358 0.969678 -0.221331 -0.021536
frame_000290.jpg 1.164657 -0.059035 -0.648019 -0.100269 0.969441 -0.223381 -0.015197
frame_000300.jpg 1.150367 -0.095506 -0.867645 -0.101794 0.968898 -0.223270 -0.032037
frame_000310.jpg 1.145138 -0.110796 -1.062254 -0.102826 0.969771 -0.218192 -0.036933
frame_000320.jpg 1.130529 -0.129345 -1.247644 -0.104053 0.970315 -0.215733 -0.033475
frame_000330.jpg 1.119081 -0.153281 -1.427589 -0.103533 0.970111 -0.217005 -0.032764
frame_000340.jpg 1.117134 -0.173594 -1.608044 -0.105950 0.969593 -0.218552 -0.029986
frame_000350.jpg 1.091657 -0.204216 -1.797550 -0.104938 0.969486 -0.218790 -0.034877
frame_000360.jpg 1.087563 -0.232718 -1.972987 -0.104211 0.969412 -0.219566 -0.034215
frame_000370.jpg 1.095292 -0.254997 -2.125404 -0.104212 0.969364 -0.220480 -0.029357
frame_000380.jpg 1.070127 -0.284670 -2.295863 -0.103269 0.969364 -0.220426 -0.032881
frame_000390.jpg 1.142289 -0.297290 -2.423257 -0.102487 0.969482 -0.222140 -0.015981
frame_000400.jpg 1.156728 -0.309736 -2.564491 -0.100657 0.970162 -0.220300 -0.011015
frame_000410.jpg 1.136673 -0.347828 -2.730252 -0.099332 0.969850 -0.222170 -0.012795
frame_000420.jpg 1.044261 -0.357358 -2.933708 -0.100562 0.970503 -0.217416 -0.027212
frame_000430.jpg 0.990429 -0.388527 -3.096194 -0.100888 0.970033 -0.218041 -0.036278
frame_000440.jpg 0.931711 -0.403645 -3.249437 -0.102718 0.969713 -0.216765 -0.046035
frame_000450.jpg 1.048741 -0.416548 -3.348523 -0.104268 0.969419 -0.220215 -0.029341
frame_000460.jpg 1.086390 -0.436988 -3.455271 -0.105869 0.969148 -0.221459 -0.022356
frame_000470.jpg 1.030369 -0.461484 -3.597819 -0.105615 0.968924 -0.221633 -0.030163
frame_000480.jpg 1.176311 -0.460504 -3.679062 -0.103477 0.969447 -0.222236 -0.008683
frame_000490.jpg 1.210218 -0.486405 -3.787312 -0.101921 0.969372 -0.223417 -0.004007
frame_000500.jpg 1.210368 -0.506879 -3.902543 -0.104387 0.968844 -0.224540 -0.005079
frame_000510.jpg 1.238903 -0.511635 -3.996201 -0.102936 0.969020 -0.224507 -0.000738
frame_000520.jpg 1.380588 -0.521860 -4.052632 -0.100525 0.968767 -0.226022 0.017281
frame_000530.jpg 1.597059 -0.512260 -4.083810 -0.095228 0.968366 -0.226312 0.044517
frame_000540.jpg 1.913400 -0.488840 -4.032001 -0.090117 0.965939 -0.227419 0.084388
frame_000550.jpg 2.359273 -0.463037 -3.869867 -0.082288 0.959047 -0.231573 0.140827
frame_000560.jpg 2.897767 -0.462840 -3.556145 -0.071944 0.944632 -0.237924 0.214212
frame_000570.jpg 3.452646 -0.397524 -3.062618 -0.059253 0.922436 -0.239538 0.297022
frame_000580.jpg 3.969860 -0.305037 -2.450005 -0.049015 0.889852 -0.239488 0.385236
frame_000590.jpg 4.336193 -0.202252 -1.773558 -0.037160 0.850166 -0.238040 0.468160
frame_000600.jpg 4.516671 -0.149738 -1.345496 -0.030838 0.822249 -0.236842 0.516586
frame_000610.jpg 4.603409 -0.110331 -0.932438 -0.022396 0.792548 -0.235202 0.562180
frame_000620.jpg 4.649564 -0.059364 -0.567036 -0.015938 0.765132 -0.235032 0.599233
frame_000630.jpg 4.678671 -0.002014 -0.202106 -0.012510 0.734676 -0.232098 0.637358
frame_000640.jpg 4.662650 0.048346 0.138756 -0.006337 0.704821 -0.228130 0.671673
frame_000650.jpg 4.643396 0.073603 0.155517 -0.005777 0.698307 -0.225833 0.679215
frame_000660.jpg 4.635547 0.046883 0.056568 -0.005599 0.698037 -0.226316 0.679333
frame_000670.jpg 4.625444 0.045973 0.070631 -0.002426 0.689343 -0.223755 0.689009
frame_000680.jpg 4.600015 0.061447 0.135273 0.001943 0.677602 -0.220232 0.701676
frame_000690.jpg 4.593181 0.090518 0.211434 0.002418 0.664220 -0.217113 0.715309
frame_000700.jpg 4.586278 0.075744 0.089346 0.002065 0.666577 -0.216814 0.713206
frame_000710.jpg 4.597406 0.024241 -0.100260 0.001286 0.671872 -0.220561 0.707064
frame_000720.jpg 4.585172 0.024976 -0.168280 0.000726 0.668839 -0.220047 0.710093
frame_000730.jpg 4.594375 0.027451 -0.262196 -0.000324 0.668833 -0.220437 0.709979
frame_000740.jpg 4.624748 0.030907 -0.376104 -0.001476 0.669048 -0.218048 0.710512
frame_000750.jpg 4.629425 -0.014567 -0.548865 -0.001484 0.674309 -0.219378 0.705108
frame_000760.jpg 4.629831 -0.016347 -0.656825 -0.001356 0.675529 -0.218253 0.704290
frame_000770.jpg 4.651956 -0.008151 -0.655496 0.000555 0.667163 -0.214953 0.713224
frame_000780.jpg 4.678161 0.006725 -0.513724 0.004548 0.648576 -0.212348 0.730915
frame_000790.jpg 4.689964 0.073868 -0.245290 0.007435 0.621366 -0.207032 0.755637
frame_000800.jpg 4.695098 0.055830 -0.050292 0.015562 0.597854 -0.203915 0.775079
frame_000810.jpg 4.687724 0.077603 0.339922 0.021399 0.557374 -0.199274 0.805709
frame_000820.jpg 4.573065 0.144613 0.944232 0.032431 0.499656 -0.189539 0.844611
frame_000830.jpg 4.264410 0.282184 1.787759 0.042923 0.414157 -0.171716 0.892830
frame_000840.jpg 3.867373 0.358427 2.463236 0.054680 0.335267 -0.157170 0.927310
frame_000850.jpg 3.451341 0.449814 3.008769 0.062420 0.263731 -0.141860 0.952064
frame_000860.jpg 3.126255 0.495371 3.327624 0.068474 0.215160 -0.130183 0.965438
frame_000870.jpg 2.637293 0.545081 3.710374 0.075814 0.151139 -0.115300 0.978834
frame_000880.jpg 1.740891 0.593736 4.158355 0.086267 0.051328 -0.094785 0.990424
frame_000890.jpg 1.451668 0.613404 4.210390 0.088502 0.020446 -0.086420 0.992109
frame_000900.jpg 1.442828 0.619013 4.114844 0.086510 0.017555 -0.085096 0.992455
frame_000910.jpg 1.502244 0.591307 4.007364 0.087586 0.021547 -0.085745 0.992226
frame_000920.jpg 1.396257 0.592600 3.943116 0.087941 0.006682 -0.081404 0.992771
frame_000930.jpg 1.475193 0.560761 3.815411 0.088739 0.013878 -0.084091 0.992402
frame_000940.jpg 1.206739 0.533285 3.775963 0.094364 -0.018029 -0.076152 0.992457
frame_000950.jpg 1.171398 0.502834 3.650796 0.096350 -0.024093 -0.075078 0.992219
frame_000960.jpg 1.422260 0.471036 3.435913 0.093972 0.005486 -0.083995 0.992010
