# name tx ty tz qx qy qz qw
frame_000000.jpg 3.871944 0.113366 1.639329 -0.067287 0.995695 -0.000532 0.063750
frame_000015.jpg 3.871340 0.112984 1.640488 -0.067196 0.995726 -0.000676 0.063348
frame_000030.jpg 3.857143 0.105917 1.637012 -0.067199 0.995512 0.000336 0.066632
frame_000045.jpg 3.815755 0.120504 1.594210 -0.071655 0.994092 0.005434 0.081347
frame_000060.jpg 3.829111 0.111683 1.434310 -0.071108 0.994329 0.000377 0.079077
frame_000075.jpg 3.804377 0.078469 1.385118 -0.069453 0.992650 0.005533 0.098951
frame_000090.jpg 3.798196 0.133000 1.389974 -0.074148 0.990673 -0.007997 0.114041
frame_000105.jpg 3.820238 0.127538 1.354622 -0.074995 0.989597 -0.004509 0.122695
frame_000120.jpg 3.918676 0.108561 1.094241 -0.075818 0.990564 0.000061 0.114171
frame_000135.jpg 4.021202 0.098228 0.736040 -0.077376 0.991509 0.010274 0.104003
frame_000150.jpg 4.084378 0.086115 0.297028 -0.077940 0.993217 0.012893 0.085317
frame_000165.jpg 4.120547 0.060027 0.045950 -0.077439 0.992985 0.005413 0.089186
frame_000180.jpg 4.190125 0.027742 -0.281890 -0.076530 0.992609 0.009840 0.093663
frame_000195.jpg 4.255779 0.051493 -0.609562 -0.082008 0.992415 0.005095 0.091440
frame_000210.jpg 4.338499 0.017450 -0.836442 -0.079337 0.990815 0.012201 0.108822
frame_000225.jpg 4.481493 0.043343 -0.796376 -0.084927 0.985591 0.007506 0.146086
frame_000240.jpg 4.549349 -0.026850 -1.057140 -0.082868 0.985929 -0.002938 0.145150
frame_000255.jpg 4.668653 -0.031566 -1.061042 -0.084102 0.981127 -0.004011 0.174070
frame_000270.jpg 4.788258 -0.028778 -0.952499 -0.084361 0.973465 -0.003113 0.212696
frame_000285.jpg 4.908971 0.029352 -0.415713 -0.090319 0.954945 -0.006278 0.282637
frame_000300.jpg 4.833525 0.067452 0.851952 -0.093089 0.905305 -0.017390 0.414072
